"filename", "language", "Shell Script", "Python", "JavaScript", "HTML", "JSON", "CSS", "Batch", "PHP", "XML", "PowerShell", "Properties", "Markdown", "reStructuredText", "C", "comment", "blank", "total"
"c:\Users\seanh\OneDrive\Aether\unneeded\old\flasktest.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\seanh\OneDrive\Aether\unneeded\old\home.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\seanh\OneDrive\Aether\unneeded\old\listing.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\seanh\OneDrive\Aether\unneeded\old\main.html", "HTML", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\seanh\OneDrive\Aether\unneeded\old\pytest.py", "Python", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"c:\Users\seanh\OneDrive\Aether\unneeded\old\resultdisplay.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\seanh\OneDrive\Aether\unneeded\old\resultdisplay.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"c:\Users\seanh\OneDrive\Aether\unneeded\old\resultpage.html", "HTML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\seanh\OneDrive\Aether\unneeded\old\search_results.html", "HTML", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\seanh\OneDrive\Aether\unneeded\old\searchpage.html", "HTML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\seanh\OneDrive\Aether\unneeded\old\videosearch.py", "Python", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 20
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\App.css", "CSS", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\App.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\App.test.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\index.css", "CSS", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\index.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 18
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\reportWebVitals.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\seanh\OneDrive\Aether\unneeded\react-setup\setupTests.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\seanh\OneDrive\Aether\unneeded\results.html", "HTML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\seanh\OneDrive\Aether\unneeded\script.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 19
"c:\Users\seanh\OneDrive\Aether\unneeded\searchpage.html", "HTML", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"c:\Users\seanh\OneDrive\Aether\unneeded\start.bat", "Batch", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\seanh\OneDrive\Aether\unneeded\workingScroll.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 28
"c:\Users\seanh\OneDrive\Aether\ur.sh", "Shell Script", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 15
"Total", "-", 4, 174051, 819, 443, 17405, 663, 44, 26, 15, 108, 75, 42, 155, 278, 60777, 32007, 286912
